30-08-2013,-,10.0799,9.8078,9.8311,-,10.0755,10.0762,10.0013,10.0000
29-08-2013,-,10.0768,9.7199,9.8519,-,10.0729,10.0730,9.9981,10.0000
28-08-2013,-,10.0740,9.5266,9.7610,-,10.0702,10.0703,9.9982,10.0000
27-08-2013,-,10.0715,9.4822,9.8280,-,10.0679,10.0680,9.9983,10.0000
26-08-2013,-,10.0688,9.7472,9.9704,-,10.0653,10.0653,9.9984,10.0000
23-08-2013,-,10.0604,9.7404,9.9873,-,10.0570,10.0571,9.9985,10.0000
22-08-2013,-,10.0575,9.6436,10.0288,-,10.0541,10.0542,9.9986,10.0000
21-08-2013,-,10.0538,9.4795,9.9392,-,10.0502,10.0503,9.9987,10.0000
20-08-2013,-,10.0508,9.6369,9.7759,-,10.0473,10.0473,9.9987,10.0000
19-08-2013,-,10.0483,9.6526,9.6357,-,10.0450,10.0450,9.9988,10.0000
16-08-2013,-,10.0405,9.8218,9.8078,-,10.0375,10.0376,9.9990,10.0000
14-08-2013,-,10.0348,10.2108,9.9466,-,10.0319,10.0320,9.9991,10.0000
13-08-2013,-,10.0318,10.1212,9.9756,-,10.0289,10.0290,9.9991,10.0000
12-08-2013,-,10.0310,9.9810,10.0263,-,10.0274,10.0274,9.9992,10.0000
09-08-2013,-,10.0310,9.9810,10.0263,-,10.0274,10.0274,9.9992,10.0000
08-08-2013,-,10.0204,10.0204,10.0167,-,10.0167,10.0167,9.9995,10.0000
07-08-2013,-,10.0176,10.0176,10.0135,-,10.0135,10.0135,9.9995,10.0000
06-08-2013,-,10.0150,10.0150,10.0109,-,10.0109,10.0109,9.9996,10.0000
05-08-2013,-,10.0113,10.0113,10.0079,-,10.0079,10.0080,9.9996,10.0000
02-08-2013,-,10.0028,10.0028,9.9998,-,9.9998,9.9998,9.9999,10.0000
01-08-2013,-,9.9999,9.9999,9.9999,-,9.9999,9.9999,9.9999,10.0000
30-09-2013,-,10.1793,10.2513,9.8466,-,10.1611,10.1651,10.0886,10.0000
27-09-2013,-,10.1700,10.4069,9.8544,-,10.1529,10.1569,10.0806,10.0000
26-09-2013,-,10.1656,10.4873,9.8475,-,10.1502,10.1541,10.0779,10.0000
25-09-2013,-,10.1599,10.4806,9.7897,-,10.1469,10.1508,10.0747,10.0000
24-09-2013,-,10.1522,10.4987,9.7963,-,10.1442,10.1481,10.0721,10.0000
23-09-2013,-,10.1558,10.4979,9.8144,-,10.1415,10.1454,10.0694,10.0000
20-09-2013,-,10.1665,10.7015,9.9699,-,10.1331,10.1369,10.0611,10.0000
19-09-2013,-,10.1749,10.8698,10.2041,-,10.1300,10.1338,10.0582,10.0000
18-09-2013,-,10.1504,10.4894,10.0510,-,10.1270,10.1308,10.0553,10.0000
17-09-2013,-,10.1378,10.3991,10.0015,-,10.1242,10.1279,10.0524,10.0000
16-09-2013,-,10.2061,10.3738,9.9923,-,10.1212,10.1250,10.0496,10.0000
13-09-2013,-,10.0977,10.4222,9.9682,-,10.1127,10.1165,10.0412,10.0000
12-09-2013,-,10.0994,10.4124,9.9680,-,10.1099,10.1137,10.0385,10.0000
11-09-2013,-,10.0999,10.5215,9.9992,-,10.1071,10.1110,10.0358,10.0000
10-09-2013,-,10.0902,10.4955,9.9984,-,10.1039,10.1078,10.0326,10.0000
06-09-2013,-,10.0792,10.1554,9.9528,-,10.0928,10.0968,10.0217,10.0000
05-09-2013,-,10.0971,10.0099,10.0142,-,10.0900,10.0941,10.0190,10.0000
04-09-2013,-,10.0938,9.8060,9.9809,-,10.0873,10.0907,10.0157,10.0000
03-09-2013,-,10.0908,9.6214,9.9173,-,10.0848,10.0877,10.0127,10.0000
02-09-2013,-,10.0884,9.9385,9.9352,-,10.0825,10.0848,10.0098,10.0000
31-10-2013,-,10.2823,11.2304,10.0689,-,10.2450,10.2492,10.1695,10.0000
30-10-2013,-,10.2800,11.1370,10.0861,-,10.2424,10.2466,10.1669,10.0000
29-10-2013,-,10.2782,11.0792,10.0771,-,10.2397,10.2439,10.1643,10.0000
28-10-2013,-,10.2707,10.8748,10.0088,-,10.2370,10.2412,10.1617,10.0000
25-10-2013,-,10.2634,10.9612,10.0415,-,10.2292,10.2334,10.1539,10.0000
24-10-2013,-,10.2569,10.9962,10.0384,-,10.2265,10.2308,10.1513,10.0000
23-10-2013,-,10.2564,11.0314,10.0138,-,10.2239,10.2281,10.1487,10.0000
22-10-2013,-,10.2539,11.0712,10.0244,-,10.2213,10.2255,10.1461,10.0000
21-10-2013,-,10.2529,11.0671,10.0243,-,10.2186,10.2229,10.1436,10.0000
18-10-2013,-,10.2469,11.0251,10.0475,-,10.2107,10.2149,10.1357,10.0000
17-10-2013,-,10.2390,10.7798,10.0178,-,10.2080,10.2122,10.1331,10.0000
15-10-2013,-,10.2299,10.8503,9.9688,-,10.2028,10.2070,10.1280,10.0000
14-10-2013,-,10.2326,10.8858,10.0317,-,10.2001,10.2042,10.1255,10.0000
11-10-2013,-,10.2294,10.8576,10.0858,-,10.1921,10.1962,10.1180,10.0000
10-10-2013,-,10.2298,10.7266,10.1348,-,10.1894,10.1935,10.1155,10.0000
09-10-2013,-,10.2242,10.6998,10.1191,-,10.1868,10.1909,10.1130,10.0000
08-10-2013,-,10.2232,10.5642,10.0919,-,10.1832,10.1873,10.1097,10.0000
07-10-2013,-,10.2033,10.5229,9.9597,-,10.1803,10.1844,10.1070,10.0000
04-10-2013,-,10.1947,10.5230,9.9764,-,10.1722,10.1762,10.0992,10.0000
03-10-2013,-,10.1865,10.5300,9.9321,-,10.1695,10.1735,10.0966,10.0000
01-10-2013,-,10.1767,10.3081,9.8671,-,10.1640,10.1680,10.0914,10.0000
29-11-2013,-,10.3391,11.0227,10.0194,-,10.3183,10.3220,10.2334,10.0000
28-11-2013,-,10.3365,10.8728,10.0381,-,10.3158,10.3195,10.2498,10.0000
27-11-2013,-,10.3332,10.8070,10.0403,-,10.3133,10.3170,10.2610,10.0000
26-11-2013,-,10.3314,10.8151,10.0072,-,10.3108,10.3145,10.2276,10.0000
25-11-2013,-,10.3282,10.9120,9.9795,-,10.3084,10.3127,10.2085,10.0000
22-11-2013,-,10.3190,10.7102,9.9695,-,10.3010,10.3054,10.1944,10.0000
21-11-2013,-,10.3157,10.7251,9.9828,-,10.2985,10.3029,10.2094,10.0000
20-11-2013,-,10.3137,10.9308,10.0025,-,10.2961,10.3004,10.2236,10.0000
19-11-2013,-,10.3110,11.0741,10.0145,-,10.2935,10.2978,10.2169,10.0000
18-11-2013,-,10.3066,11.0422,9.9694,-,10.2910,10.2953,10.2144,10.0000
14-11-2013,-,10.2948,10.8169,9.9388,-,10.2811,10.2853,10.2047,10.0000
13-11-2013,-,10.2974,10.7031,9.9698,-,10.2785,10.2827,10.2021,10.0000
12-11-2013,-,10.2898,10.7457,9.8764,-,10.2760,10.2802,10.1998,10.0000
11-11-2013,-,10.2915,10.8511,9.9288,-,10.2734,10.2776,10.1972,10.0000
08-11-2013,-,10.2906,10.9785,9.9025,-,10.2659,10.2701,10.1900,10.0000
07-11-2013,-,10.2929,11.0374,9.9673,-,10.2633,10.2676,10.1875,10.0000
06-11-2013,-,10.2928,11.0901,9.9966,-,10.2607,10.2650,10.1849,10.0000
05-11-2013,-,10.2943,11.1473,10.0349,-,10.2580,10.2622,10.1822,10.0000
01-11-2013,-,10.2857,11.2471,10.0377,-,10.2476,10.2518,10.1721,10.0000
31-12-2013,-,10.4703,11.2882,10.0338,-,10.3966,10.4000,10.3417,10.0000
30-12-2013,-,10.4424,11.2620,9.9998,-,10.3948,10.3980,10.3117,10.0000
27-12-2013,-,10.4047,11.3103,9.9597,-,10.3875,10.3907,10.2799,10.0000
26-12-2013,-,10.4139,11.2536,9.9787,-,10.3850,10.3882,10.2884,10.0000
24-12-2013,-,10.4495,11.2411,9.9829,-,10.3801,10.3833,10.2878,10.0000
23-12-2013,-,10.4413,11.2610,9.9991,-,10.3777,10.3809,10.2964,10.0000
20-12-2013,-,10.4407,11.2334,10.0088,-,10.3703,10.3735,10.2897,10.0000
19-12-2013,-,10.4236,11.0509,10.0259,-,10.3679,10.3710,10.2838,10.0000
18-12-2013,-,10.4126,11.1280,9.9660,-,10.3654,10.3686,10.2340,10.0000
17-12-2013,-,10.4094,10.9929,9.8898,-,10.3629,10.3661,10.1633,10.0000
16-12-2013,-,10.4061,10.9935,9.9055,-,10.3605,10.3636,10.1756,10.0000
13-12-2013,-,10.4025,11.0128,9.8787,-,10.3531,10.3563,10.1586,10.0000
12-12-2013,-,10.4144,11.1294,9.9220,-,10.3506,10.3538,10.1826,10.0000
11-12-2013,-,10.4065,11.2649,9.9265,-,10.3480,10.3512,10.1840,10.0000
10-12-2013,-,10.3428,11.3153,9.9404,-,10.3456,10.3487,10.1869,10.0000
09-12-2013,-,10.3420,11.3623,9.9287,-,10.3432,10.3462,10.1871,10.0000
06-12-2013,-,10.3516,11.1730,9.9654,-,10.3358,10.3388,10.1913,10.0000
05-12-2013,-,10.3470,11.1256,10.0102,-,10.3332,10.3363,10.2139,10.0000
04-12-2013,-,10.3413,11.0036,10.0121,-,10.3308,10.3345,10.2237,10.0000
03-12-2013,-,10.3403,11.0771,10.0255,-,10.3283,10.3320,10.2397,10.0000
02-12-2013,-,10.3393,11.1015,10.0303,-,10.3257,10.3294,10.2505,10.0000
31-01-2014,-,10.5083,10.9189,10.1330,-,10.4724,10.4757,10.4245,10.0000
30-01-2014,-,10.5221,10.8721,10.1295,-,10.4700,10.4733,10.4058,10.0000
29-01-2014,-,10.5467,10.9503,10.1711,-,10.4677,10.4710,10.4448,10.0000
28-01-2014,-,10.5407,10.9561,10.1964,-,10.4652,10.4685,10.4645,10.0000
27-01-2014,-,10.5609,10.9703,10.2098,-,10.4628,10.4661,10.4763,10.0000
24-01-2014,-,10.5702,11.1779,10.2335,-,10.4555,10.4588,10.4926,10.0000
23-01-2014,-,10.5770,11.3070,10.2923,-,10.4532,10.4565,10.5605,10.0000
22-01-2014,-,10.5712,11.3026,10.3061,-,10.4507,10.4540,10.5876,10.0000
21-01-2014,-,10.5910,11.2564,10.3273,-,10.4483,10.4516,10.6033,10.0000
20-01-2014,-,10.5726,11.2422,10.3490,-,10.4458,10.4491,10.6369,10.0000
17-01-2014,-,10.5113,11.1677,10.2797,-,10.4384,10.4417,10.5484,10.0000
16-01-2014,-,10.5406,11.2546,10.2878,-,10.4359,10.4393,10.5698,10.0000
15-01-2014,-,10.5304,11.2589,10.2528,-,10.4335,10.4369,10.5323,10.0000
13-01-2014,-,10.5149,11.1844,10.1787,-,10.4286,10.4320,10.4614,10.0000
10-01-2014,-,10.4903,11.0083,10.1278,-,10.4213,10.4247,10.4213,10.0000
09-01-2014,-,10.4841,11.0083,10.0984,-,10.4189,10.4223,10.4014,10.0000
08-01-2014,-,10.4831,11.0182,10.0761,-,10.4165,10.4198,10.3674,10.0000
07-01-2014,-,10.4912,11.0021,10.0768,-,10.4140,10.4174,10.3718,10.0000
06-01-2014,-,10.4744,11.0576,10.0751,-,10.4116,10.4150,10.3686,10.0000
03-01-2014,-,10.4704,11.0990,10.0295,-,10.4042,10.4076,10.3300,10.0000
02-01-2014,-,10.4739,11.1231,10.0267,-,10.4018,10.4051,10.3250,10.0000
01-01-2014,-,10.4495,11.2861,10.0255,-,10.3992,10.4026,10.3280,10.0000
28-02-2014,-,10.5493,11.2462,10.1611,-,10.5390,10.5425,10.4169,10.0000
26-02-2014,-,10.5306,11.1779,10.1169,-,10.5342,10.5377,10.3827,10.0000
25-02-2014,-,10.5243,11.1108,10.1267,-,10.5318,10.5353,10.3911,10.0000
24-02-2014,-,10.5340,11.0864,10.1232,-,10.5295,10.5329,10.3868,10.0000
21-02-2014,-,10.5299,11.0329,10.1629,-,10.5223,10.5257,10.4236,10.0000
20-02-2014,-,10.5293,10.9191,10.1550,-,10.5199,10.5233,10.4210,10.0000
18-02-2014,-,10.5528,10.9823,10.1533,-,10.5151,10.5186,10.4210,10.0000
17-02-2014,-,10.5527,10.8895,10.1385,-,10.5127,10.5162,10.3970,10.0000
14-02-2014,-,10.5211,10.8431,10.1319,-,10.5056,10.5090,10.3929,10.0000
13-02-2014,-,10.5354,10.7597,10.1072,-,10.5032,10.5066,10.3670,10.0000
12-02-2014,-,10.5383,10.9069,10.1308,-,10.5008,10.5042,10.3932,10.0000
11-02-2014,-,10.5503,10.8730,10.1828,-,10.4984,10.5018,10.4590,10.0000
10-02-2014,-,10.5586,10.8579,10.2178,-,10.4960,10.4994,10.4901,10.0000
07-02-2014,-,10.5490,10.8735,10.1949,-,10.4889,10.4923,10.4629,10.0000
06-02-2014,-,10.5471,10.8266,10.2029,-,10.4866,10.4899,10.4653,10.0000
05-02-2014,-,10.5564,10.8024,10.1971,-,10.4842,10.4876,10.4720,10.0000
04-02-2014,-,10.5265,10.7688,10.2044,-,10.4818,10.4852,10.4926,10.0000
03-02-2014,-,10.5135,10.7700,10.1544,-,10.4795,10.4828,10.4473,10.0000
28-03-2014,-,10.7002,11.9990,10.3277,-,10.6116,10.7929,10.5917,10.0000
27-03-2014,-,10.6817,11.9002,10.3198,-,10.6087,10.7095,10.5796,10.0000
26-03-2014,-,10.6989,11.8258,10.3249,-,10.6058,10.6449,10.5914,10.0000
25-03-2014,-,10.6739,11.8057,10.3164,-,10.6032,10.6268,10.5814,10.0000
24-03-2014,-,10.6615,11.7943,10.3185,-,10.6003,10.6148,10.5852,10.0000
21-03-2014,-,10.6368,11.6324,10.3025,-,10.5922,10.5959,10.5678,10.0000
20-03-2014,-,10.6031,11.6142,10.2833,-,10.5895,10.5932,10.5405,10.0000
19-03-2014,-,10.6077,11.6872,10.2898,-,10.5869,10.5906,10.5570,10.0000
18-03-2014,-,10.5907,11.6745,10.2728,-,10.5842,10.5879,10.5363,10.0000
14-03-2014,-,10.5806,11.6539,10.2548,-,10.5738,10.5774,10.5115,10.0000
13-03-2014,-,10.5984,11.6346,10.2669,-,10.5713,10.5749,10.5278,10.0000
12-03-2014,-,10.5941,11.6791,10.2678,-,10.5687,10.5723,10.5302,10.0000
11-03-2014,-,10.5832,11.6695,10.2616,-,10.5661,10.5697,10.5176,10.0000
10-03-2014,-,10.5731,11.7120,10.2247,-,10.5635,10.5671,10.4837,10.0000
07-03-2014,-,10.5636,11.6958,10.2020,-,10.5561,10.5596,10.4590,10.0000
06-03-2014,-,10.5699,11.4709,10.2025,-,10.5537,10.5571,10.4580,10.0000
05-03-2014,-,10.5438,11.3389,10.1767,-,10.5512,10.5547,10.4304,10.0000
04-03-2014,-,10.5361,11.2847,10.1705,-,10.5487,10.5522,10.4315,10.0000
03-03-2014,-,10.5368,11.1494,10.1481,-,10.5463,10.5498,10.4090,10.0000
30-04-2014,-,10.8035,12.0154,10.4249,-,10.7017,10.8207,10.6968,10.0000
29-04-2014,-,10.8369,12.0493,10.4191,-,10.6991,10.8420,10.6918,10.0000
28-04-2014,-,10.7985,12.1306,10.3966,-,10.6966,10.8947,10.6644,10.0000
25-04-2014,-,10.7739,12.1688,10.3824,-,10.6890,10.9180,10.6523,10.0000
23-04-2014,-,10.7977,12.2722,10.3887,-,10.6837,10.9839,10.6590,10.0000
22-04-2014,-,10.7254,12.2341,10.3914,-,10.6812,10.9528,10.6618,10.0000
21-04-2014,-,10.7713,12.2372,10.3655,-,10.6786,10.9545,10.6378,10.0000
17-04-2014,-,10.6871,12.1689,10.3255,-,10.6682,10.9060,10.5942,10.0000
16-04-2014,-,10.6730,11.9856,10.2654,-,10.6656,10.7795,10.5304,10.0000
15-04-2014,-,10.6643,12.0879,10.2612,-,10.6629,10.8493,10.5297,10.0000
11-04-2014,-,10.6530,12.1618,10.2418,-,10.6528,10.8986,10.5185,10.0000
10-04-2014,-,10.6242,12.1970,10.2044,-,10.6501,10.9216,10.4754,10.0000
09-04-2014,-,10.6310,12.1964,10.1853,-,10.6475,10.9214,10.4562,10.0000
07-04-2014,-,10.6348,12.0120,10.1566,-,10.6422,10.7953,10.4217,10.0000
04-04-2014,-,10.6463,12.0022,10.1586,-,10.6343,10.7937,10.4224,10.0000
03-04-2014,-,10.6913,12.0728,10.2022,-,10.6311,10.8567,10.4602,10.0000
02-04-2014,-,10.6755,12.1016,10.2337,-,10.6284,10.8800,10.4879,10.0000
30-05-2014,-,10.9912,12.9666,10.7118,-,10.7779,11.4162,10.9977,10.0000
29-05-2014,-,10.9934,12.9762,10.6740,-,10.7754,11.4190,10.9562,10.0000
28-05-2014,-,10.9707,13.1313,10.6499,-,10.7729,11.4938,10.9297,10.0000
27-05-2014,-,10.9866,13.1095,10.6457,-,10.7704,11.4823,10.9238,10.0000
26-05-2014,-,10.9703,13.1824,10.6242,-,10.7679,11.5159,10.9013,10.0000
23-05-2014,-,10.9721,13.2001,10.6420,-,10.7603,11.5192,10.9217,10.0000
22-05-2014,-,10.9198,13.0436,10.5929,-,10.7578,11.4364,10.8680,10.0000
21-05-2014,-,10.9258,13.0024,10.5630,-,10.7552,11.4136,10.8328,10.0000
20-05-2014,-,10.9121,13.0405,10.5213,-,10.7526,11.4311,10.7857,10.0000
19-05-2014,-,10.9064,13.0149,10.5067,-,10.7501,11.4181,10.7694,10.0000
16-05-2014,-,10.9036,12.9132,10.4961,-,10.7425,11.3572,10.7613,10.0000
15-05-2014,-,10.8881,12.7711,10.5052,-,10.7399,11.2728,10.7730,10.0000
13-05-2014,-,10.8854,12.7464,10.4924,-,10.7348,11.2576,10.7625,10.0000
12-05-2014,-,10.8634,12.5769,10.5098,-,10.7322,11.1597,10.7814,10.0000
09-05-2014,-,10.8655,12.2982,10.4985,-,10.7246,10.9941,10.7733,10.0000
08-05-2014,-,10.8774,11.9461,10.4827,-,10.7221,10.7830,10.7570,10.0000
07-05-2014,-,10.8315,11.9332,10.4676,-,10.7195,10.7740,10.7397,10.0000
06-05-2014,-,10.8347,12.0470,10.4791,-,10.7169,10.8456,10.7505,10.0000
05-05-2014,-,10.8497,12.0193,10.4905,-,10.7144,10.8266,10.7664,10.0000
02-05-2014,-,10.8186,12.0121,10.4440,-,10.7067,10.8201,10.7169,10.0000
30-06-2014,-,11.1147,13.6984,10.7789,-,10.8550,11.8346,11.0554,10.0000
27-06-2014,-,11.1192,13.5150,10.7704,-,10.8474,11.6890,11.0464,10.0000
26-06-2014,-,11.1092,13.4862,10.7849,-,10.8449,11.6673,11.0620,10.0000
25-06-2014,-,11.1055,13.6221,10.7930,-,10.8425,11.7757,11.0687,10.0000
24-06-2014,-,11.1059,13.6415,10.7912,-,10.8400,11.7911,11.0681,10.0000
23-06-2014,-,11.0984,13.4893,10.7574,-,10.8376,11.6674,11.0316,10.0000
20-06-2014,-,11.1004,13.5211,10.7830,-,10.8302,11.6927,11.0567,10.0000
19-06-2014,-,11.1253,13.5728,10.8106,-,10.8277,11.7382,11.0879,10.0000
18-06-2014,-,11.1289,13.6040,10.8266,-,10.8252,11.7648,11.1016,10.0000
17-06-2014,-,11.1291,13.7357,10.8629,-,10.8227,11.8770,11.1432,10.0000
16-06-2014,-,11.1309,13.5593,10.8384,-,10.8202,11.7234,11.1154,10.0000
13-06-2014,-,11.1489,13.5725,10.8582,-,10.8129,11.7259,11.1365,10.0000
12-06-2014,-,11.1282,13.7633,10.8856,-,10.8104,11.8083,11.1661,10.0000
11-06-2014,-,11.1361,13.7182,10.8941,-,10.8079,11.7860,11.1770,10.0000
10-06-2014,-,11.1375,13.7677,10.8855,-,10.8055,11.8075,11.1659,10.0000
09-06-2014,-,11.1234,13.7643,10.8908,-,10.8030,11.8030,11.1731,10.0000
06-06-2014,-,11.1176,13.6384,10.9064,-,10.7955,11.7406,11.1922,10.0000
05-06-2014,-,11.0826,13.4367,10.8661,-,10.7930,11.6467,11.1536,10.0000
04-06-2014,-,11.0787,13.2874,10.8043,-,10.7905,11.5750,11.0875,10.0000
03-06-2014,-,11.0569,13.3128,10.7744,-,10.7880,11.5860,11.0606,10.0000
02-06-2014,-,11.0208,13.1999,10.7219,-,10.7855,11.5324,11.0038,10.0000
31-07-2014,-,11.1626,13.9547,10.8862,-,10.9320,12.0207,11.1660,10.0000
30-07-2014,-,11.1664,14.0809,10.8775,-,10.9296,12.1049,11.1566,10.0000
28-07-2014,-,11.1623,14.0062,10.8918,-,10.9247,12.0520,11.1716,10.0000
25-07-2014,-,11.1613,14.0670,10.9087,-,10.9173,12.0922,11.1899,10.0000
24-07-2014,-,11.1635,14.1371,10.9298,-,10.9149,12.1388,11.2125,10.0000
23-07-2014,-,11.1446,14.0747,10.9184,-,10.9124,12.0955,11.2021,10.0000
22-07-2014,-,11.1414,14.0230,10.8953,-,10.9099,12.0610,11.1783,10.0000
21-07-2014,-,11.1107,13.8742,10.8756,-,10.9074,11.9586,11.1595,10.0000
18-07-2014,-,11.1100,13.8374,10.8306,-,10.9000,11.9304,11.1098,10.0000
17-07-2014,-,11.0976,13.7961,10.8470,-,10.8976,11.9012,11.1283,10.0000
16-07-2014,-,11.0962,13.7618,10.8335,-,10.8951,11.8758,11.1152,10.0000
